typeID,title,type,url,image,skillsID
CSRA5195511,Strömungsimulation einer Kreiselpumpe,guided project,https://www.coursera.org/projects/stromungsimulation-einer-kreiselpumpe,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~stromungsimulation-einer-kreiselpumpe/XDP~COURSE!~stromungsimulation-einer-kreiselpumpe.jpeg,1285e2eb-31dc-4042-8823-fc46fc644b59
CSRA8311528,Astro 101: Black Holes,course,https://www.coursera.org/learn/black-holes-astro-101,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~black-holes-astro-101/XDP~COURSE!~black-holes-astro-101.jpeg,d344b241-06a3-4142-b3f1-88603e6edd64
CSRA8216167,Astrobiology: Exploring Other Worlds,course,https://www.coursera.org/learn/astrobiology-exploring-other-worlds,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~astrobiology-exploring-other-worlds/XDP~COURSE!~astrobiology-exploring-other-worlds.jpeg,1772bd79-18de-4702-a200-6fab9cb5ff42
CSRA2139169,Understanding Einstein: The Special Theory of Relativity,course,https://www.coursera.org/learn/einstein-relativity,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~einstein-relativity/XDP~COURSE!~einstein-relativity.jpeg,ac74afa2-899c-4387-a0dc-0c2275f77fcc
CSRA8227217,Analyzing the Universe,course,https://www.coursera.org/learn/analyze,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~analyze/XDP~COURSE!~analyze.jpeg,3b7a0151-d186-43f5-8577-88d8588f9330
CSRA1911562,Imagining Other Earths,course,https://www.coursera.org/learn/life-on-other-planets,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~life-on-other-planets/XDP~COURSE!~life-on-other-planets.jpeg,3929a2fa-0442-4e72-a6ef-83c8f3184c22
CSRA3869118,Data-driven Astronomy,course,https://www.coursera.org/learn/data-driven-astronomy,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~data-driven-astronomy/XDP~COURSE!~data-driven-astronomy.jpeg,1da6bdff-ae3a-4f09-8e3d-92b08495c646
CSRA6971769,Big History: Connecting Knowledge,course,https://www.coursera.org/learn/big-history,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~big-history/XDP~COURSE!~big-history.jpeg,0392d2c0-68b1-485e-9a54-5602f9a005ea
CSRA2454442,Astronomy: Exploring Time and Space,course,https://www.coursera.org/learn/astro,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~astro/XDP~COURSE!~astro.jpeg,5570d4b1-b884-4215-a69e-053fc45da293
CSRA7875595,Introduction to Probability and Data with R,course,https://www.coursera.org/learn/probability-intro,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~probability-intro/XDP~COURSE!~probability-intro.jpeg,b2f3c005-380d-4261-a79b-c8cebdc982e3
CSRA7235293,Google Data Analytics Professional Certificate,professional certificates,https://www.coursera.org/professional-certificates/google-data-analytics,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~google-data-analytics/XDP~SPECIALIZATION!~google-data-analytics.jpeg,38282ee3-99f2-427e-bd42-297dd7dede06
CSRA4177332,Data Visualization in Excel,course,https://www.coursera.org/learn/excel-data-visualization,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~excel-data-visualization/XDP~COURSE!~excel-data-visualization.jpeg,538670ba-3052-40eb-813e-010df20a3735
CSRA7951682,Introdução à Ciência da Computação com Python Parte 1,course,https://www.coursera.org/learn/ciencia-computacao-python-conceitos,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~ciencia-computacao-python-conceitos/XDP~COURSE!~ciencia-computacao-python-conceitos.jpeg,24d120e9-6b0c-47bd-9bde-3077fb7d9d04
CSRA5934481,Spatial Analysis and Satellite Imagery in a GIS,course,https://www.coursera.org/learn/spatial-analysis-satellite-imagery-in-a-gis,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~spatial-analysis-satellite-imagery-in-a-gis/XDP~COURSE!~spatial-analysis-satellite-imagery-in-a-gis.jpeg,b433a023-b8e2-4b22-88e9-f0992e543100
CSRA2682826,Data Analytics Methods for Marketing,course,https://www.coursera.org/learn/data-analytics-methods-for-marketing,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~data-analytics-methods-for-marketing/XDP~COURSE!~data-analytics-methods-for-marketing.jpeg,f161de17-67bc-4208-9364-7d6a4e65c663
CSRA6447737,Customer Analytics,course,https://www.coursera.org/learn/wharton-customer-analytics,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~wharton-customer-analytics/XDP~COURSE!~wharton-customer-analytics.jpeg,89263298-0762-462f-88c3-5b5570f5e161
CSRA8399476,AI Fundamentals for Non-Data Scientists,course,https://www.coursera.org/learn/wharton-ai-fundamentals-non-data-scientists,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~wharton-ai-fundamentals-non-data-scientists/XDP~COURSE!~wharton-ai-fundamentals-non-data-scientists.jpeg,63810c2b-d474-48b6-a477-82f07ce25524
CSRA9893149,Ask Questions to Make Data-Driven Decisions,course,https://www.coursera.org/learn/ask-questions-make-decisions,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~ask-questions-make-decisions/XDP~COURSE!~ask-questions-make-decisions.jpeg,45def466-1509-450a-87fb-a54264b4d2ea
CSRA8725932,Applied Data Science with Python Specialization,specializations,https://www.coursera.org/specializations/data-science-python,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~data-science-python/XDP~SPECIALIZATION!~data-science-python.jpeg,b0bc0b45-5aeb-4327-8068-80d7f035a1d1
CSRA7961817,IBM Data Analyst Professional Certificate,professional certificates,https://www.coursera.org/professional-certificates/ibm-data-analyst,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~ibm-data-analyst/XDP~SPECIALIZATION!~ibm-data-analyst.jpeg,e7fbfd3d-fdc3-48a0-a744-08e55f24e7cc
CSRA4723268,Assess for Success: Marketing Analytics and Measurement,course,https://www.coursera.org/learn/assess-for-success,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~assess-for-success/XDP~COURSE!~assess-for-success.jpeg,f161de17-67bc-4208-9364-7d6a4e65c663
CSRA5167789,Data Science Fundamentals with Python and SQL Specialization,specializations,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~data-science-fundamentals-python-sql/XDP~SPECIALIZATION!~data-science-fundamentals-python-sql.jpeg,d1ecdd65-9fe9-45cc-aa50-abb323c56118
CSRA7233784,Introduction to Data Science Specialization,specializations,https://www.coursera.org/specializations/introduction-data-science,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~introduction-data-science/XDP~SPECIALIZATION!~introduction-data-science.jpeg,7a88c494-3649-4b4c-8695-b2d0485fc0fa
CSRA7431956,IBM Data Science Professional Certificate,professional certificates,https://www.coursera.org/professional-certificates/ibm-data-science,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~ibm-data-science/XDP~SPECIALIZATION!~ibm-data-science.jpeg,d0902734-09c5-449d-a194-9a4bfddeadd9
CSRA5987188,Data Science: Foundations using R Specialization,specializations,https://www.coursera.org/specializations/data-science-foundations-r,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~data-science-foundations-r/XDP~SPECIALIZATION!~data-science-foundations-r.jpeg,19e0e190-c6d4-4c40-a450-3b6114e3067c
CSRA4961182,Data Science Specialization,specializations,https://www.coursera.org/specializations/jhu-data-science,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~jhu-data-science/XDP~SPECIALIZATION!~jhu-data-science.jpeg,7e9664ee-a5b0-4a5f-8ab6-2f052415dab8
CSRA9598416,Introduction to Physical Chemistry,course,https://www.coursera.org/learn/physical-chemistry,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~physical-chemistry/XDP~COURSE!~physical-chemistry.jpeg,a2f5a04a-33b7-4a5d-ac2c-d5d417dc8162
CSRA3481919,Introduction to Chemistry:  Structures and Solutions,course,https://www.coursera.org/learn/basic-chemistry,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~basic-chemistry/XDP~COURSE!~basic-chemistry.jpeg,335831a2-fc38-4b35-8bdd-0d09490d4d9e
