typeID,name,type,url,image
CSRA2274364,Computer Security and Systems Management Specialization,specializations,https://www.coursera.org/specializations/computer-security-systems-management,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~computer-security-systems-management/XDP~SPECIALIZATION!~computer-security-systems-management.jpeg
CSRA8391847,Introduction to Cyber Security Specialization,specializations,https://www.coursera.org/specializations/intro-cyber-security,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~intro-cyber-security/XDP~SPECIALIZATION!~intro-cyber-security.jpeg
CSRA8455154,(ISC)² Systems Security Certified Practitioner (SSCP),professional certificates,https://www.coursera.org/professional-certificates/sscp-training,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~sscp-training/XDP~SPECIALIZATION!~sscp-training.jpeg
CSRA7943266,Google IT Support Professional Certificate,professional certificates,https://www.coursera.org/professional-certificates/google-it-support,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~google-it-support/XDP~SPECIALIZATION!~google-it-support.jpeg
CSRA1696243,Sistem Operasi dan Anda: Menjadi Pengguna yang Berdaya,course,https://www.coursera.org/learn/sistem-operasi-dan-anda-menjadi-pengguna-yang-berdaya,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~sistem-operasi-dan-anda-menjadi-pengguna-yang-berdaya/XDP~COURSE!~sistem-operasi-dan-anda-menjadi-pengguna-yang-berdaya.jpeg
CSRA6292351,Segurança de TI: Defesa Contra as Artes Obscuras do Mundo Digital,course,https://www.coursera.org/learn/seguranca-de-it,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~seguranca-de-it/XDP~COURSE!~seguranca-de-it.jpeg
CSRA8534893,Essential Cloud Infrastructure: Foundation dalam bahasa Indonesia,course,https://www.coursera.org/learn/essential-cloud-infrastructure-foundation-id,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~essential-cloud-infrastructure-foundation-id/XDP~COURSE!~essential-cloud-infrastructure-foundation-id.jpeg
CSRA4999871,Keamanan IT: Pertahanan terhadap Kejahatan Digital,course,https://www.coursera.org/learn/keamanan-it-pertahanan-terhadap-kejahatan-digital,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~keamanan-it-pertahanan-terhadap-kejahatan-digital/XDP~COURSE!~keamanan-it-pertahanan-terhadap-kejahatan-digital.jpeg
CSRA1764245,IT Fundamentals for Cybersecurity Specialization,specializations,https://www.coursera.org/specializations/it-fundamentals-cybersecurity,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~it-fundamentals-cybersecurity/XDP~SPECIALIZATION!~it-fundamentals-cybersecurity.jpeg
CSRA8531267,Architecting with Google Kubernetes Engine Specialization,specializations,https://www.coursera.org/specializations/architecting-google-kubernetes-engine,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~architecting-google-kubernetes-engine/XDP~SPECIALIZATION!~architecting-google-kubernetes-engine.jpeg
CSRA1451461,Architecting with Google Compute Engine Specialization,specializations,https://www.coursera.org/specializations/gcp-architecture,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~gcp-architecture/XDP~SPECIALIZATION!~gcp-architecture.jpeg
CSRA8765229,Google IT Support Professional Certificate,professional certificates,https://www.coursera.org/professional-certificates/google-it-support,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~google-it-support/XDP~SPECIALIZATION!~google-it-support.jpeg
CSRA7636492,Architecting with Google Kubernetes Engine Specialization,specializations,https://www.coursera.org/specializations/architecting-google-kubernetes-engine,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~architecting-google-kubernetes-engine/XDP~SPECIALIZATION!~architecting-google-kubernetes-engine.jpeg
CSRA3687476,Architecting with Google Compute Engine Specialization,specializations,https://www.coursera.org/specializations/gcp-architecture,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~gcp-architecture/XDP~SPECIALIZATION!~gcp-architecture.jpeg
CSRA1995118,Bitcoin and Cryptocurrency Technologies,course,https://www.coursera.org/learn/cryptocurrency,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~cryptocurrency/XDP~COURSE!~cryptocurrency.jpeg
CSRA6676967,Google IT Support Professional Certificate,professional certificates,https://www.coursera.org/professional-certificates/google-it-support,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~google-it-support/XDP~SPECIALIZATION!~google-it-support.jpeg
CSRA5876896,Cybersecurity: Developing a Program for Your Business Specialization,specializations,https://www.coursera.org/specializations/cybersecurity-developing-program-for-business,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~cybersecurity-developing-program-for-business/XDP~SPECIALIZATION!~cybersecurity-developing-program-for-business.jpeg
CSRA8357927,Information​ ​Systems Specialization,specializations,https://www.coursera.org/specializations/information-systems,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~information-systems/XDP~SPECIALIZATION!~information-systems.jpeg
CSRA6537569,-,specializations,https://www.coursera.org/specializations/business-technology-managment,https://s3.amazonaws.com/coursera/media/Grid_Coursera_Partners_updated.png
CSRA4294519,Cybersecurity for Business Specialization,specializations,https://www.coursera.org/specializations/cyber-security-business,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~cyber-security-business/XDP~SPECIALIZATION!~cyber-security-business.jpeg
CSRA6194939,Data Structures and Algorithms Specialization,specializations,https://www.coursera.org/specializations/data-structures-algorithms,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~data-structures-algorithms/XDP~SPECIALIZATION!~data-structures-algorithms.jpeg
CSRA8863469,Algorithms Specialization,specializations,https://www.coursera.org/specializations/algorithms,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~algorithms/XDP~SPECIALIZATION!~algorithms.jpeg
CSRA9146979,Machine Learning Engineering for Production (MLOps) Specialization,specializations,https://www.coursera.org/specializations/machine-learning-engineering-for-production-mlops,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~machine-learning-engineering-for-production-mlops/XDP~SPECIALIZATION!~machine-learning-engineering-for-production-mlops.jpeg
CSRA7647161,Differential Equations for Engineers,course,https://www.coursera.org/learn/differential-equations-engineers,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~differential-equations-engineers/XDP~COURSE!~differential-equations-engineers.jpeg
CSRA4673778,-,specializations,https://www.coursera.org/specializations/mathematics-for-data-science,https://s3.amazonaws.com/coursera/media/Grid_Coursera_Partners_updated.png
CSRA5845983,Advanced Statistics for Data Science Specialization,specializations,https://www.coursera.org/specializations/advanced-statistics-data-science,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~advanced-statistics-data-science/XDP~SPECIALIZATION!~advanced-statistics-data-science.jpeg
CSRA8442321,Precalculus through Data and Modelling Specialization,specializations,https://www.coursera.org/specializations/precalculus-data-modelling,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~precalculus-data-modelling/XDP~SPECIALIZATION!~precalculus-data-modelling.jpeg
CSRA1962588,Mathematics for Engineers Specialization,specializations,https://www.coursera.org/specializations/mathematics-engineers,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~mathematics-engineers/XDP~SPECIALIZATION!~mathematics-engineers.jpeg
CSRA3238782,Differential Equations for Engineers,course,https://www.coursera.org/learn/differential-equations-engineers,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~differential-equations-engineers/XDP~COURSE!~differential-equations-engineers.jpeg
CSRA8338922,Matrix Algebra for Engineers,course,https://www.coursera.org/learn/matrix-algebra-engineers,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~matrix-algebra-engineers/XDP~COURSE!~matrix-algebra-engineers.jpeg
CSRA4293149,Contenido de las matemáticas de primaria,course,https://www.coursera.org/learn/contenido-matematica-escolar,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~contenido-matematica-escolar/XDP~COURSE!~contenido-matematica-escolar.jpeg
CSRA9834573,Calculus: Single Variable Part 1 - Functions,course,https://www.coursera.org/learn/single-variable-calculus,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~single-variable-calculus/XDP~COURSE!~single-variable-calculus.jpeg
CSRA9738618,Vector Calculus for Engineers,course,https://www.coursera.org/learn/vector-calculus-engineers,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~vector-calculus-engineers/XDP~COURSE!~vector-calculus-engineers.jpeg
CSRA4422997,Fibonacci Numbers and the Golden Ratio,course,https://www.coursera.org/learn/fibonacci,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~fibonacci/XDP~COURSE!~fibonacci.jpeg
CSRA6128973,Matrix Algebra for Engineers,course,https://www.coursera.org/learn/matrix-algebra-engineers,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~matrix-algebra-engineers/XDP~COURSE!~matrix-algebra-engineers.jpeg
CSRA9628683,Game Theory,course,https://www.coursera.org/learn/game-theory-1,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~game-theory-1/XDP~COURSE!~game-theory-1.jpeg
CSRA4652435,SQL for Data Science,course,https://www.coursera.org/learn/sql-for-data-science,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~sql-for-data-science/XDP~COURSE!~sql-for-data-science.jpeg
CSRA8512557,The Data Scientist’s Toolbox,course,https://www.coursera.org/learn/data-scientists-tools,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~data-scientists-tools/XDP~COURSE!~data-scientists-tools.jpeg
CSRA5529722,Mathematics for Machine Learning Specialization,specializations,https://www.coursera.org/specializations/mathematics-machine-learning,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~mathematics-machine-learning/XDP~SPECIALIZATION!~mathematics-machine-learning.jpeg
CSRA5961877,Introduction to Mathematical Thinking,course,https://www.coursera.org/learn/mathematical-thinking,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~mathematical-thinking/XDP~COURSE!~mathematical-thinking.jpeg
CSRA9348816,Game Theory,course,https://www.coursera.org/learn/game-theory-1,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~game-theory-1/XDP~COURSE!~game-theory-1.jpeg
CSRA5722737,SQL for Data Science,course,https://www.coursera.org/learn/sql-for-data-science,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~sql-for-data-science/XDP~COURSE!~sql-for-data-science.jpeg
CSRA6558518,Understanding Research Methods,course,https://www.coursera.org/learn/research-methods,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~research-methods/XDP~COURSE!~research-methods.jpeg
CSRA4264553,Computational Fluid Mechanics - Airflow Around a Spoiler,guided project,https://www.coursera.org/projects/computational-fluid-mechanics-airflow-around-a-spoiler-uktyf,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~computational-fluid-mechanics-airflow-around-a-spoiler-uktyf/XDP~COURSE!~computational-fluid-mechanics-airflow-around-a-spoiler-uktyf.jpeg
CSRA5387616,Meta Front-End Developer Professional Certificate,professional certificates,https://www.coursera.org/professional-certificates/meta-front-end-developer,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~meta-front-end-developer/XDP~SPECIALIZATION!~meta-front-end-developer.jpeg
CSRA2646327,Excel Basics for Data Analysis,course,https://www.coursera.org/learn/excel-basics-data-analysis-ibm,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~excel-basics-data-analysis-ibm/XDP~COURSE!~excel-basics-data-analysis-ibm.jpeg
CSRA5923971,Essential Cloud Infrastructure: Core Services dalam bahasa Indonesia,course,https://www.coursera.org/learn/essential-cloud-infrastructure-core-services-id,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~essential-cloud-infrastructure-core-services-id/XDP~COURSE!~essential-cloud-infrastructure-core-services-id.jpeg
CSRA7422478,El Abogado del Futuro: Legaltech y la Transformación Digital del Derecho,course,https://www.coursera.org/learn/legaltech,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~legaltech/XDP~COURSE!~legaltech.jpeg
CSRA4952484,Google Cloud Fundamentals: Core Infrastructure dalam bahasa Indonesia,course,https://www.coursera.org/learn/gcp-fundamentals-core-infrastructure-id,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~gcp-fundamentals-core-infrastructure-id/XDP~COURSE!~gcp-fundamentals-core-infrastructure-id.jpeg
CSRA1816897,Essential Cloud Infrastructure: Foundation dalam bahasa Indonesia,course,https://www.coursera.org/learn/essential-cloud-infrastructure-foundation-id,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~essential-cloud-infrastructure-foundation-id/XDP~COURSE!~essential-cloud-infrastructure-foundation-id.jpeg
CSRA8968353,Mastering the Software Engineering Interview,course,https://www.coursera.org/learn/cs-tech-interview,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~cs-tech-interview/XDP~COURSE!~cs-tech-interview.jpeg
CSRA2557341,Introduction to Software Product Management,course,https://www.coursera.org/learn/introduction-to-software-product-management,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~introduction-to-software-product-management/XDP~COURSE!~introduction-to-software-product-management.jpeg
CSRA4133923,Hypothesis-Driven Development,course,https://www.coursera.org/learn/uva-darden-agile-testing,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~uva-darden-agile-testing/XDP~COURSE!~uva-darden-agile-testing.jpeg
CSRA5645599,Agile Project Management,course,https://www.coursera.org/learn/agile-project-management,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~agile-project-management/XDP~COURSE!~agile-project-management.jpeg
CSRA3683611,Preparing for Google Cloud Certification: Cloud DevOps Engineer Professional Certificate,professional certificates,https://www.coursera.org/professional-certificates/sre-devops-engineer-google-cloud,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~sre-devops-engineer-google-cloud/XDP~SPECIALIZATION!~sre-devops-engineer-google-cloud.jpeg
CSRA1188784,Google IT Automation with Python Professional Certificate,professional certificates,https://www.coursera.org/professional-certificates/google-it-automation,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~google-it-automation/XDP~SPECIALIZATION!~google-it-automation.jpeg
CSRA5596286,IBM Full Stack Software Developer Professional Certificate,professional certificates,https://www.coursera.org/professional-certificates/ibm-full-stack-cloud-developer,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~ibm-full-stack-cloud-developer/XDP~SPECIALIZATION!~ibm-full-stack-cloud-developer.jpeg
CSRA5926475,Key Technologies for Business Specialization,specializations,https://www.coursera.org/specializations/key-technologies-for-business,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~key-technologies-for-business/XDP~SPECIALIZATION!~key-technologies-for-business.jpeg
CSRA5632761,Preparing for Google Cloud Certification: Cloud Architect Professional Certificate,professional certificates,https://www.coursera.org/professional-certificates/gcp-cloud-architect,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~gcp-cloud-architect/XDP~SPECIALIZATION!~gcp-cloud-architect.jpeg
CSRA9193455,Preparing for Google Cloud Certification: Cloud DevOps Engineer Professional Certificate,professional certificates,https://www.coursera.org/professional-certificates/sre-devops-engineer-google-cloud,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~sre-devops-engineer-google-cloud/XDP~SPECIALIZATION!~sre-devops-engineer-google-cloud.jpeg
CSRA2487744,Google IT Automation with Python Professional Certificate,professional certificates,https://www.coursera.org/professional-certificates/google-it-automation,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~google-it-automation/XDP~SPECIALIZATION!~google-it-automation.jpeg
CSRA5464385,Key Technologies for Business Specialization,specializations,https://www.coursera.org/specializations/key-technologies-for-business,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~key-technologies-for-business/XDP~SPECIALIZATION!~key-technologies-for-business.jpeg
CSRA8843498,Hybrid Cloud Service Mesh with Anthos,course,https://www.coursera.org/learn/hybrid-cloud-service-mesh-anthos,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~hybrid-cloud-service-mesh-anthos/XDP~COURSE!~hybrid-cloud-service-mesh-anthos.jpeg
CSRA4882475,Big Data Analytical Platform on Alibaba Cloud,course,https://www.coursera.org/learn/alibabacloudbigdata,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~alibabacloudbigdata/XDP~COURSE!~alibabacloudbigdata.jpeg
CSRA6877897,Amazon DynamoDB: Building NoSQL Database-Driven Applications,course,https://www.coursera.org/learn/dynamodb-nosql-database-driven-apps,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~dynamodb-nosql-database-driven-apps/XDP~COURSE!~dynamodb-nosql-database-driven-apps.jpeg
CSRA3796368,Cloud Systems Software,course,https://www.coursera.org/learn/cloud-sys-software,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~cloud-sys-software/XDP~COURSE!~cloud-sys-software.jpeg
CSRA2966142,"Programming Foundations with JavaScript,Duke University,https://www.coursera.org/learn/duke-programming-web,course
CSRA8242339,Programming for Everybody (Getting Started with Python),course,https://www.coursera.org/learn/python,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~python/XDP~COURSE!~python.jpeg
CSRA4271877,Meta Back-End Developer Professional Certificate,professional certificates,https://www.coursera.org/professional-certificates/meta-back-end-developer,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~meta-back-end-developer/XDP~SPECIALIZATION!~meta-back-end-developer.jpeg
CSRA1826381,Excel to MySQL: Analytic Techniques for Business Specialization,specializations,https://www.coursera.org/specializations/excel-mysql,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~excel-mysql/XDP~SPECIALIZATION!~excel-mysql.jpeg
CSRA4643431,Excel Skills for Business: Essentials,course,https://www.coursera.org/learn/excel-essentials,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~excel-essentials/XDP~COURSE!~excel-essentials.jpeg
CSRA3493721,Share Data Through the Art of Visualization,course,https://www.coursera.org/learn/visualize-data,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~visualize-data/XDP~COURSE!~visualize-data.jpeg
CSRA6849137,What is Corruption: Anti-Corruption and Compliance,course,https://www.coursera.org/learn/what-is-corruption-anti-corruption-compliance,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~what-is-corruption-anti-corruption-compliance/XDP~COURSE!~what-is-corruption-anti-corruption-compliance.jpeg
CSRA8468469,Effective Compliance Programs,course,https://www.coursera.org/learn/effective-compliance-programs,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~effective-compliance-programs/XDP~COURSE!~effective-compliance-programs.jpeg
CSRA9597899,Excel Skills for Business: Intermediate I,course,https://www.coursera.org/learn/excel-intermediate-1,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~excel-intermediate-1/XDP~COURSE!~excel-intermediate-1.jpeg
CSRA9626773,Proje Yönetiminin Temelleri,course,https://www.coursera.org/learn/proje-yonetiminin-temelleri,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~proje-yonetiminin-temelleri/XDP~COURSE!~proje-yonetiminin-temelleri.jpeg
CSRA1266751,Agile Meets Design Thinking,course,https://www.coursera.org/learn/uva-darden-getting-started-agile,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~uva-darden-getting-started-agile/XDP~COURSE!~uva-darden-getting-started-agile.jpeg
CSRA5739261,How to Manage a Remote Team,course,https://www.coursera.org/learn/remote-team-management,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~remote-team-management/XDP~COURSE!~remote-team-management.jpeg
CSRA9297393,Budgeting and Scheduling Projects, Irvine",https://www.coursera.org/learn/schedule-projects,course
CSRA7818922,Project Initiation: Starting a Successful Project,course,https://www.coursera.org/learn/project-initiation-google,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~project-initiation-google/XDP~COURSE!~project-initiation-google.jpeg
CSRA3194375,Career Success Specialization, Irvine",https://www.coursera.org/specializations/career-success,specializations
CSRA4569638,Successful Negotiation: Essential Strategies and Skills,course,https://www.coursera.org/learn/negotiation-skills,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~negotiation-skills/XDP~COURSE!~negotiation-skills.jpeg
CSRA5479212,Improve Your English Communication Skills Specialization,specializations,https://www.coursera.org/specializations/improve-english,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~improve-english/XDP~SPECIALIZATION!~improve-english.jpeg
CSRA1638599,English for Career Development,course,https://www.coursera.org/learn/careerdevelopment,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~careerdevelopment/XDP~COURSE!~careerdevelopment.jpeg
CSRA5889977,Cybersecurity: Developing a Program for Your Business Specialization,specializations,https://www.coursera.org/specializations/cybersecurity-developing-program-for-business,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~cybersecurity-developing-program-for-business/XDP~SPECIALIZATION!~cybersecurity-developing-program-for-business.jpeg
CSRA6375591,Information​ ​Systems Specialization,specializations,https://www.coursera.org/specializations/information-systems,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~information-systems/XDP~SPECIALIZATION!~information-systems.jpeg
CSRA3521599,-,specializations,https://www.coursera.org/specializations/business-technology-managment,https://s3.amazonaws.com/coursera/media/Grid_Coursera_Partners_updated.png
CSRA1321282,Cybersecurity for Business Specialization,specializations,https://www.coursera.org/specializations/cyber-security-business,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~cyber-security-business/XDP~SPECIALIZATION!~cyber-security-business.jpeg
CSRA5854442,Communication Strategies for a Virtual Age,course,https://www.coursera.org/learn/communication-strategies-virtual-age,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~communication-strategies-virtual-age/XDP~COURSE!~communication-strategies-virtual-age.jpeg
CSRA1972531,Improve Your English Communication Skills Specialization,specializations,https://www.coursera.org/specializations/improve-english,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~improve-english/XDP~SPECIALIZATION!~improve-english.jpeg
CSRA1161622,Good with Words: Speaking and Presenting Specialization,specializations,https://www.coursera.org/specializations/good-with-words-speaking-and-presenting,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~good-with-words-speaking-and-presenting/XDP~SPECIALIZATION!~good-with-words-speaking-and-presenting.jpeg
CSRA3633386,Storytelling and influencing: Communicate with impact,course,https://www.coursera.org/learn/communicate-with-impact,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~communicate-with-impact/XDP~COURSE!~communicate-with-impact.jpeg
CSRA6215673,User-Experience: Create a Storyboard using Storyboarder,guided project,https://www.coursera.org/projects/user-experience-create-a-storyboard-using-storyboarder,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~user-experience-create-a-storyboard-using-storyboarder/XDP~COURSE!~user-experience-create-a-storyboard-using-storyboarder.jpeg
CSRA8358794,How to Visualize Research Data in Tableau,guided project,https://www.coursera.org/projects/how-visualize-research-data-tableau,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~how-visualize-research-data-tableau/XDP~COURSE!~how-visualize-research-data-tableau.jpeg
CSRA8785137,Eine Einführung in die Finite Elemente Methode mit SimScale,guided project,https://www.coursera.org/projects/fem-finite-elemente-methode-mit-simscale,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~fem-finite-elemente-methode-mit-simscale/XDP~COURSE!~fem-finite-elemente-methode-mit-simscale.jpeg
CSRA1938818,Transferencia tecnológica: De la investigación al mercado.,course,https://www.coursera.org/learn/transferencia-tecnologica-investigacion,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~transferencia-tecnologica-investigacion/XDP~COURSE!~transferencia-tecnologica-investigacion.jpeg
CSRA4762754,"Excel/VBA for Creative Problem Solving,University of Colorado Boulder,https://www.coursera.org/learn/excel-vba-for-creative-problem-solving-part-1,course
CSRA3946172,Experimentation for Improvement,course,https://www.coursera.org/learn/experimentation,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~experimentation/XDP~COURSE!~experimentation.jpeg
CSRA2313378,"Excel/VBA for Creative Problem Solving,University of Colorado Boulder,https://www.coursera.org/learn/excel-vba-for-creative-problem-solving-part-2,course
CSRA5388552,Being a researcher (in Information Science and Technology),course,https://www.coursera.org/learn/being-researcher,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~being-researcher/XDP~COURSE!~being-researcher.jpeg
CSRA9822134,"Ethics,-,https://www.coursera.org/learn/ethics-technology-engineering,course
CSRA3221673,"Computers, Simulations: A Practical Introduction to Numerical Methods using Python",https://www.coursera.org/learn/computers-waves-simulations,Ludwig-Maximilians-Universität München (LMU)
CSRA1227218,Simulation and modeling of natural processes,course,https://www.coursera.org/learn/modeling-simulation-natural-processes,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~modeling-simulation-natural-processes/XDP~COURSE!~modeling-simulation-natural-processes.jpeg
CSRA1593115,Quantitative Methods,course,https://www.coursera.org/learn/quantitative-methods,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~quantitative-methods/XDP~COURSE!~quantitative-methods.jpeg
CSRA1436965,Understanding Research Methods,course,https://www.coursera.org/learn/research-methods,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~research-methods/XDP~COURSE!~research-methods.jpeg
CSRA9726129,Plant Bioinformatic Methods Specialization,specializations,https://www.coursera.org/specializations/plant-bioinformatic-methods,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~plant-bioinformatic-methods/XDP~SPECIALIZATION!~plant-bioinformatic-methods.jpeg
CSRA7253485,Cybersecurity Specialization, College Park",https://www.coursera.org/specializations/cyber-security,specializations
